Title,Company,Company Link,Date Posted,Job Link,Insights,Description Snippet
Strategy Intern,Siemens,,2024-02-22,https://sg.linkedin.com/jobs/view/strategy-intern-at-siemens-3814293386?position=51&pageNum=0&refId=P%2BDGbaq0W1iLrCFvW%2FooEg%3D%3D&trackingId=UJ99P4CoEOtBv2TpNmKV4A%3D%3D&trk=public_jobs_jserp-result_search-card,[],"Siemens Mobility is an outstanding place to have a career in an innovative and dynamic environment. We are proud to be a global technology leader for seamless, reliable and secure transport solutions for over 160 years. Our organization comprises five core business verticals across Rolling Stock, Rail Infrastructure, Customer Services, Turnkey and Software portfolio, to provide sustainable, comfortable and cost-effective rail traffic for our customers.

Be a part of it, design the future of Mobi"
In-Store Marketing Intern (6 Months),UNIQLO,,2024-03-05,https://sg.linkedin.com/jobs/view/in-store-marketing-intern-6-months-at-uniqlo-3846638079?position=53&pageNum=0&refId=P%2BDGbaq0W1iLrCFvW%2FooEg%3D%3D&trackingId=Br7llkIE4heTsPs58xv%2BzA%3D%3D&trk=public_jobs_jserp-result_search-card,[],"In-store Marketing

• Responsible for supporting and managing the administration of marketing

department activities with regards to Social Media content planning and New Store

opening activities.

• Planning for TikTok and Instagram content creation and tracking engagement and performance of key products highlighted.

• Involved in handling New Store opening events management and support

for media buy and creative shoots.

• Additional responsibilities will include the roll out of posters and"
Data Analyst Intern,Razer Inc.,,2024-01-19,https://sg.linkedin.com/jobs/view/data-analyst-intern-at-razer-inc-3806428561?position=56&pageNum=0&refId=P%2BDGbaq0W1iLrCFvW%2FooEg%3D%3D&trackingId=qxlcygg3arsWYUfJnPb7nw%3D%3D&trk=public_jobs_jserp-result_search-card,[],"Joining Razer will place you on a global mission to revolutionize the way the world games. Razer is a place to do great work, offering you the opportunity to make an impact globally while working across a global team located across 5 continents. Razer is also a great place to work, providing you the unique, gamer-centric experience that will put you in an accelerated growth, both personally and professionally.

Job Responsibilities

The Data Analyst Intern will play a crucial role in leveraging "
Fashion Intern,CHARLES & KEITH GROUP,,2024-03-01,https://sg.linkedin.com/jobs/view/fashion-intern-at-charles-keith-group-3839578914?position=57&pageNum=0&refId=P%2BDGbaq0W1iLrCFvW%2FooEg%3D%3D&trackingId=OKoUgzDyzrWKuH%2Bu33YgOg%3D%3D&trk=public_jobs_jserp-result_search-card,[],"RESPONSIBILITIES

Facilitate model and product view shoots and ensure assets are delivered on time and within budget
Align, coordinate, and work closely with studio assistant
Manage the weekly shoot calendar and products across eCommerce platforms ensuring all resource needs are met
Track schedules, manage assets, identify weaknesses, bottlenecks and risks in the schedule, and troubleshoot communication and schedule dependency problems
Coordinating logistics
Assist in Marketing efforts
Maintaini"
Data Science Intern,"Love, Bonito",,2024-02-08,https://sg.linkedin.com/jobs/view/data-science-intern-at-love-bonito-3824813813?position=58&pageNum=0&refId=P%2BDGbaq0W1iLrCFvW%2FooEg%3D%3D&trackingId=rFPZBo4nwVxkJjS6Uj7Cwg%3D%3D&trk=public_jobs_jserp-result_search-card,[],"About Us

Love, Bonito is a digital-first company on a mission to empower the everyday Asian woman and inspire self-confidence. We are Southeast Asia's leading womenswear brand, headquartered in Singapore, with an omnichannel presence across Hong Kong SAR China, Indonesia, Malaysia and a retail franchise in Cambodia. In addition, we have also expanded into international markets namely the Philippines and the United States of America.

Founded in 2010, we are proudly female-founded with more than"
Air Solutions Data Analyst Intern,Bolloré Logistics,,2024-02-02,https://sg.linkedin.com/jobs/view/air-solutions-data-analyst-intern-at-bollor%C3%A9-logistics-3838870822?position=59&pageNum=0&refId=P%2BDGbaq0W1iLrCFvW%2FooEg%3D%3D&trackingId=Rwany1gToZEu1S7GEiJMVA%3D%3D&trk=public_jobs_jserp-result_search-card,[],"200 years ago, Bolloré Group was born. Today, one of Bolloré Group's fastest growing business sectors, Bolloré Logistics, have grown to become the world's top 10 players in freight forwarding and logistics with a powerful network spread across 106 countries, 607 sites with over 20,000 employees. We pride ourselves having developed specific expertise in providing end-to-end supply chain solutions tailored to our customers' growth and constantly driving innovation to adapt and better cater to thei"
Intern Digital Business Development - Porsche Services Singapore Pte. Ltd,Porsche Asia Pacific Pte Ltd,,2024-02-26,https://sg.linkedin.com/jobs/view/intern-digital-business-development-porsche-services-singapore-pte-ltd-at-porsche-asia-pacific-pte-ltd-3839947102?position=1&pageNum=2&refId=6qewDJZQdAkVFPTD8jh1JA%3D%3D&trackingId=Lh6xC%2BgJerDn8pKZKcpIvQ%3D%3D&trk=public_jobs_jserp-result_search-card,[],"Job Tasks:


Assist in the ramp-up of a digital product team, contributing to the development, operation, and deployment of solutions to several markets
Support in defining the team's strategic direction and ensuring alignment with stakeholders
Manage small independent sub-project responsibilities, demonstrating initiative and leadership potential
Perform data analysis and prepare PowerPoint presentations for stakeholder management and project updates
Assist in developing processes and procedure"
Marketing Intern,Maybank Investment Banking Group,,2024-02-23,https://sg.linkedin.com/jobs/view/marketing-intern-at-maybank-investment-banking-group-3836883541?position=2&pageNum=2&refId=6qewDJZQdAkVFPTD8jh1JA%3D%3D&trackingId=tRckoiwf5FT3KkK5aOe5pg%3D%3D&trk=public_jobs_jserp-result_search-card,[],"About Maybank Securities

Maybank Securities (MSSG) is a leading brokerage and investment bank across ASEAN, Maybank Securities provides services in corporate finance & advisory, debt markets, equity capital markets, derivatives, retail and institutional securities broking & research and Prime Brokerage.




This position reports directly to Head of Marketing.




Job Description:

As a marketing intern with Maybank Securities, you will have a unique opportunity to delve into the dynamic world o"
"Internship, Centre for Impact Investing and Practices",Temasek Trust,,2024-03-01,https://sg.linkedin.com/jobs/view/internship-centre-for-impact-investing-and-practices-at-temasek-trust-3841370726?position=5&pageNum=2&refId=6qewDJZQdAkVFPTD8jh1JA%3D%3D&trackingId=%2F%2FWAW9HmKC6hDwFwuE%2Bx%2Fw%3D%3D&trk=public_jobs_jserp-result_search-card,[],"About Us:

Established by Temasek Holdings in 2007, Temasek Trust is a steward of philanthropic endowments and gifts from Temasek and other donors. It strives to deliver sustainable funding for the long-term well-being and security of our communities. Temasek Trust provides governance and financial oversight of endowments for Temasek Foundation, Stewardship Asia Centre, Temasek Life Sciences Laboratory and Mandai Nature. The work at Temasek Trust supports a common purpose of doing good, upliftin"
Capital Markets Intern,ADDX,,2023-03-20,https://sg.linkedin.com/jobs/view/capital-markets-intern-at-addx-3562829289?position=6&pageNum=2&refId=6qewDJZQdAkVFPTD8jh1JA%3D%3D&trackingId=lDYtK7Az4%2BZflSQedEtVtA%3D%3D&trk=public_jobs_jserp-result_search-card,[],"Who are we?




We are ADDX, the entry point into private markets, and we aim to democratize private market investments. As a team, we strive to build a future where everybody can access financial ecosystems easily, fairly, and safely. Our team’s belief is real economies benefit when capital flows freely and efficiently, especially in the private market space.




Why join us?




We have built the world’s first fully regulated platform for digital securities, licensed by the Monetary Authority "
Community Intern,CHARLES & KEITH GROUP,,2024-02-13,https://sg.linkedin.com/jobs/view/community-intern-at-charles-keith-group-3802038113?position=7&pageNum=2&refId=6qewDJZQdAkVFPTD8jh1JA%3D%3D&trackingId=%2BAq90uahrT8PTqPspAfaDg%3D%3D&trk=public_jobs_jserp-result_search-card,[],"About The Role




We are on the search for a gritty, detail-oriented, and creative individual who’s passionate about brand community to join us! This role is responsible for supporting the HQ community Team for all community building efforts. You will play an integral role to support the daily operations and maintenance of our pinnacle Community Program, contributing to the achievement of key business objectives through your daily responsibilities and your team-specific projects.




Job Respon"
Intern - Business Intern,Activate Interactive,,2023-11-08,https://sg.linkedin.com/jobs/view/intern-business-intern-at-activate-interactive-3760906642?position=8&pageNum=2&refId=6qewDJZQdAkVFPTD8jh1JA%3D%3D&trackingId=S4NvcWSBscdc2NEy%2FlG3bg%3D%3D&trk=public_jobs_jserp-result_search-card,[],"Headquartered in Singapore, Actxa Pte Ltd is a deep tech company founded in 2015 that leverages artificial intelligence to create next generation preventive healthcare solutions.

We create evidence-based, personalised health insights in the domains of physical activities, sleep quality, body composition, stress and recovery, heart health and blood glucose evaluation and monitoring.

To improve population health, Actxa establishes worldwide partnerships and research collaborations to develop cri"
Data Analyst Intern,ADDX,,2023-03-29,https://sg.linkedin.com/jobs/view/data-analyst-intern-at-addx-3575081957?position=9&pageNum=2&refId=6qewDJZQdAkVFPTD8jh1JA%3D%3D&trackingId=IENGJlAsYAtYRKT2L90QIw%3D%3D&trk=public_jobs_jserp-result_search-card,[],"Who are we?




We are ADDX, the entry point into private markets, and we aim to democratize private market investments. As a team, we strive to build a future where everybody can access financial ecosystems easily, fairly, and safely. Our team’s belief is real economies benefit when capital flows freely and efficiently, especially in the private market space.




Why join us?




We have built the world’s first fully regulated platform for digital securities, licensed by the Monetary Authority "
Strategy Intern,Siemens,,2024-02-22,https://sg.linkedin.com/jobs/view/strategy-intern-at-siemens-3814293386?position=1&pageNum=5&refId=cpVGcW19UtZIdDkWaW3hng%3D%3D&trackingId=2NxMJh1FZtfga2ElAMuzHA%3D%3D&trk=public_jobs_jserp-result_search-card,[],"Siemens Mobility is an outstanding place to have a career in an innovative and dynamic environment. We are proud to be a global technology leader for seamless, reliable and secure transport solutions for over 160 years. Our organization comprises five core business verticals across Rolling Stock, Rail Infrastructure, Customer Services, Turnkey and Software portfolio, to provide sustainable, comfortable and cost-effective rail traffic for our customers.

Be a part of it, design the future of Mobi"
In-Store Marketing Intern (6 Months),UNIQLO,,2024-03-05,https://sg.linkedin.com/jobs/view/in-store-marketing-intern-6-months-at-uniqlo-3846638079?position=3&pageNum=5&refId=cpVGcW19UtZIdDkWaW3hng%3D%3D&trackingId=8IxMB5sDA3x87GP%2B5yJXkA%3D%3D&trk=public_jobs_jserp-result_search-card,[],"In-store Marketing

• Responsible for supporting and managing the administration of marketing

department activities with regards to Social Media content planning and New Store

opening activities.

• Planning for TikTok and Instagram content creation and tracking engagement and performance of key products highlighted.

• Involved in handling New Store opening events management and support

for media buy and creative shoots.

• Additional responsibilities will include the roll out of posters and"
Asia Pacific - Regional Learning & Organisation Development Intern,Shiseido,,2024-02-20,https://sg.linkedin.com/jobs/view/asia-pacific-regional-learning-organisation-development-intern-at-shiseido-3813192144?position=5&pageNum=5&refId=cpVGcW19UtZIdDkWaW3hng%3D%3D&trackingId=MwUkc%2FhrdkyK4MDWx7wzTA%3D%3D&trk=public_jobs_jserp-result_search-card,[],"MAIN PURPOSE

The incumbent will support the coordination and communication of L&D initiatives for various learning initiatives, review the post-learning feedback to provide continuous improvement to the learning experience. With the vision to elevate virtual / digital learning options, the incumbent will be involved in the research and exploration of new tools as an on-going effort to build the learning experience.

The incumbent may also be exposed to other general HR operations where suitable"
Data Analyst Intern,Razer Inc.,,2024-01-19,https://sg.linkedin.com/jobs/view/data-analyst-intern-at-razer-inc-3806428561?position=6&pageNum=5&refId=cpVGcW19UtZIdDkWaW3hng%3D%3D&trackingId=%2B9RgESHL%2BAhoZZHDrvcYsA%3D%3D&trk=public_jobs_jserp-result_search-card,[],"Joining Razer will place you on a global mission to revolutionize the way the world games. Razer is a place to do great work, offering you the opportunity to make an impact globally while working across a global team located across 5 continents. Razer is also a great place to work, providing you the unique, gamer-centric experience that will put you in an accelerated growth, both personally and professionally.

Job Responsibilities

The Data Analyst Intern will play a crucial role in leveraging "
Fashion Intern,CHARLES & KEITH GROUP,,2024-03-01,https://sg.linkedin.com/jobs/view/fashion-intern-at-charles-keith-group-3839578914?position=7&pageNum=5&refId=cpVGcW19UtZIdDkWaW3hng%3D%3D&trackingId=IyyX6%2B%2BEHPjlPK6wIqbzgg%3D%3D&trk=public_jobs_jserp-result_search-card,[],"RESPONSIBILITIES

Facilitate model and product view shoots and ensure assets are delivered on time and within budget
Align, coordinate, and work closely with studio assistant
Manage the weekly shoot calendar and products across eCommerce platforms ensuring all resource needs are met
Track schedules, manage assets, identify weaknesses, bottlenecks and risks in the schedule, and troubleshoot communication and schedule dependency problems
Coordinating logistics
Assist in Marketing efforts
Maintaini"
Air Solutions Data Analyst Intern,Bolloré Logistics,,2024-02-02,https://sg.linkedin.com/jobs/view/air-solutions-data-analyst-intern-at-bollor%C3%A9-logistics-3838870822?position=8&pageNum=5&refId=cpVGcW19UtZIdDkWaW3hng%3D%3D&trackingId=iJdBXz5lSVx6CJlKWNmSHQ%3D%3D&trk=public_jobs_jserp-result_search-card,[],"200 years ago, Bolloré Group was born. Today, one of Bolloré Group's fastest growing business sectors, Bolloré Logistics, have grown to become the world's top 10 players in freight forwarding and logistics with a powerful network spread across 106 countries, 607 sites with over 20,000 employees. We pride ourselves having developed specific expertise in providing end-to-end supply chain solutions tailored to our customers' growth and constantly driving innovation to adapt and better cater to thei"
Data Science Intern,"Love, Bonito",,2024-02-08,https://sg.linkedin.com/jobs/view/data-science-intern-at-love-bonito-3824813813?position=9&pageNum=5&refId=cpVGcW19UtZIdDkWaW3hng%3D%3D&trackingId=VX78Gj9PyDimqUO7v%2B7u9Q%3D%3D&trk=public_jobs_jserp-result_search-card,[],"About Us

Love, Bonito is a digital-first company on a mission to empower the everyday Asian woman and inspire self-confidence. We are Southeast Asia's leading womenswear brand, headquartered in Singapore, with an omnichannel presence across Hong Kong SAR China, Indonesia, Malaysia and a retail franchise in Cambodia. In addition, we have also expanded into international markets namely the Philippines and the United States of America.

Founded in 2010, we are proudly female-founded with more than"
INTERNSHIP – Innovation Centre Strategic Innovation,INTERPOL,,2024-03-01,https://sg.linkedin.com/jobs/view/internship-%E2%80%93-innovation-centre-strategic-innovation-at-interpol-3840557378?position=10&pageNum=5&refId=cpVGcW19UtZIdDkWaW3hng%3D%3D&trackingId=%2BGUheJHeqh3tdiLyLjAB6Q%3D%3D&trk=public_jobs_jserp-result_search-card,[],"INTERPOL - Vacancy Notice

Title: INTERNSHIP – Innovation Centre Strategic Innovation

Reference of the post: INT04316

Directorate: Innovation Centre

Sub-Directorate: Strategic Innovation

Duty station: Singapore, Singapore

Duration: 6 months

Estimated starting date: 1 July 2024

Level of security clearance: Basic

Deadline for applications: 19 March 2024

INTERPOL’s Internship Programme welcomes candidates from any of our 196 member states.

The Programme attracts talented students or recen"
Travel Retail- Consumer Insights Intern,Shiseido,,2024-02-20,https://sg.linkedin.com/jobs/view/travel-retail-consumer-insights-intern-at-shiseido-3830966620?position=5&pageNum=7&refId=Kq779%2Bc7feJsnMdwI7A5Sw%3D%3D&trackingId=Vrs4RTl%2FTYTZMnlNXAsLVw%3D%3D&trk=public_jobs_jserp-result_search-card,[],"MAIN PURPOSE




Reporting directly to the Consumer Insights Manager, you will be responsible for working with the broader Consumer & Market Intelligence (CMI) team to deliver impactful research solutions to internal stakeholders.




Through this internship, you will be given hands-on opportunities to be involved in key research projects to learn and understand the process of qualitative and quantitative analysis. You will also be exposed to a diverse range of learning opportunities to develop "
Intern Finance,Porsche Asia Pacific Pte Ltd,,2023-09-14,https://sg.linkedin.com/jobs/view/intern-finance-at-porsche-asia-pacific-pte-ltd-3720127938?position=7&pageNum=7&refId=Kq779%2Bc7feJsnMdwI7A5Sw%3D%3D&trackingId=4sS7sNFuQ1vFgaDzPDKftA%3D%3D&trk=public_jobs_jserp-result_search-card,[],"Tasks:




Support business processes between Porsche Asia Pacific, its importers and Porsche AG
Support in ensuring compliance with internal control policies, procedures and accounting standards
Support the accounts payable and receivable process
Support in financial and tax related reporting
Assist in process update and improvement for Finance department
Assist in the preparation of monthly GL closing (using SAP) and management reports
Assist in the preparation of billing documents




Require"
"Brand Marketing Intern, Global",Klook,,2024-02-19,https://sg.linkedin.com/jobs/view/brand-marketing-intern-global-at-klook-3833662593?position=8&pageNum=7&refId=Kq779%2Bc7feJsnMdwI7A5Sw%3D%3D&trackingId=MKUTSAYAcO2zsHQtfxJVNg%3D%3D&trk=public_jobs_jserp-result_search-card,[],"About Klook

We are Asia’s leading platform for experiences and travel services, and we believe that we can help bring the world closer together through experiences.

Founded in 2014 by 3 avid travelers, Ethan Lin, Eric Gnock Fah and Bernie Xiong, Klook inspires and enables more moments of joy for travelers with over half a million curated quality experiences ranging from the biggest attractions to paragliding adventures, iconic museums to rich cultural tours, and other convenient local travel s"
Retail Operations Intern,"Love, Bonito",,2023-10-20,https://sg.linkedin.com/jobs/view/retail-operations-intern-at-love-bonito-3744797245?position=10&pageNum=7&refId=Kq779%2Bc7feJsnMdwI7A5Sw%3D%3D&trackingId=sOUjnDvoYKkLGAAbleP%2Fdw%3D%3D&trk=public_jobs_jserp-result_search-card,[],"About Us

Love, Bonito is a digital-first company on a mission to empower the everyday Asian woman and inspire self-confidence. We are the leading direct-to-consumer womenswear brand, headquartered in Singapore, with an omni-channel presence across Indonesia and Malaysia, a retail franchise in Cambodia, and are fast expanding into international markets namely Japan, Hong Kong SAR China and United States of America.

Founded in 2010, we are proudly female-founded with more than 70% female represe"
"Asia Pacific - Regional Marketing Intern, Fragrance",Shiseido,,2024-02-14,https://sg.linkedin.com/jobs/view/asia-pacific-regional-marketing-intern-fragrance-at-shiseido-3809636143?position=4&pageNum=10&refId=9YkpX4RyTVRDtkTxyB8b8w%3D%3D&trackingId=hBIJa1BwS00SvxqKFrXfBw%3D%3D&trk=public_jobs_jserp-result_search-card,[],"MAIN PURPOSE

The Marketing Trainee is responsible for supporting and assisting the team in the Operational marketing activities of 4 luxury fragrance brands for APAC domestic Markets.

Key Responsibilities

Marketing


To coordinate the collection of data and analyses performances in APAC.
To prepare reports and information gathered from the markets to consolidate to HQ.
To disseminate marketing guidelines and information to markets
To coordinate with local markets on marketing calendar and ani"
Learning & Development Intern - Regional People Team (Fall 2023),Shopee,,2024-01-19,https://sg.linkedin.com/jobs/view/learning-development-intern-regional-people-team-fall-2023-at-shopee-3694730902?position=6&pageNum=10&refId=9YkpX4RyTVRDtkTxyB8b8w%3D%3D&trackingId=WVmuTjhlTlQM9Jnzxg%2BwAw%3D%3D&trk=public_jobs_jserp-result_search-card,[],"Job Description


Support team in creating engaging learning activities that enhance knowledge retention and transfer.
Assist with converting training materials into E-Learning format using digital learning technologies such as Articulate Rise (training will be provided).
Translate written content into visual descriptions (graphics and infographics) to captivate learners to maximize training effectiveness.
Review graphic designs, and perform an editorial review and technical check for accuracy b"
GovTech 2024 Internships,GovTech Singapore,,2024-02-21,https://sg.linkedin.com/jobs/view/govtech-2024-internships-at-govtech-singapore-3816765968?position=9&pageNum=10&refId=9YkpX4RyTVRDtkTxyB8b8w%3D%3D&trackingId=OPkmvz747qZBym4TEh2eRw%3D%3D&trk=public_jobs_jserp-result_search-card,[],"The Government Technology Agency (GovTech) is the lead agency driving Singapore’s Smart Nation initiatives and public sector digital transformation. As the Centre of Excellence for Infocomm Technology and Smart Systems (ICT & SS), GovTech develops the Singapore Government’s capabilities in Data Science & Artificial Intelligence, Application Development, Smart City Technology, Digital Infrastructure, and Cybersecurity.

At GovTech, we offer you a purposeful career to make lives better. We empower"
INTERNSHIP – Innovation Centre Applied Innovation,INTERPOL,,2024-03-01,https://sg.linkedin.com/jobs/view/internship-%E2%80%93-innovation-centre-applied-innovation-at-interpol-3840562038?position=10&pageNum=10&refId=9YkpX4RyTVRDtkTxyB8b8w%3D%3D&trackingId=feoCYu%2F5fjNbH9OyyluhKg%3D%3D&trk=public_jobs_jserp-result_search-card,[],"INTERPOL - Vacancy Notice

Title: INTERNSHIP – Innovation Centre Applied Innovation

Reference of the post: INT04315

Directorate: Innovation Centre

Sub-Directorate: Applied Innovation

Duty station: Singapore, Singapore

Duration: 6 months

Estimated starting date: 1 July 2024

Level of security clearance: Basic

Deadline for applications: 19 March 2024

INTERPOL’s Internship Programme welcomes candidates from any of our 196 member states.

The Programme attracts talented students or recent gr"
Communications Strategy Intern,the LEGO Group,,2024-02-15,https://sg.linkedin.com/jobs/view/communications-strategy-intern-at-the-lego-group-3830475273?refId=e2iFInuW%2FoHXLtt9lWDKLQ%3D%3D&trackingId=qllUdvmaXM%2Bl8ANl4%2Fxo9w%3D%3D&position=1&pageNum=0&trk=public_jobs_jserp-result_search-card,[],"Job Description

Are you detailed and meticulous who enjoys building your capabilities in a global organisation? We need employees, all eager to engage actively in building a successful department, valuing collaboration, quality and fun in the everyday life!

We are hiring for a Communications Strategy Intern from April 2024 with a minimum commitment of 4 months. Please indicate your available dates in your Cover Letter and submit your CV together with unofficial transcripts.


Core Responsibili"
Content Creator Intern,the LEGO Group,,2024-02-15,https://sg.linkedin.com/jobs/view/content-creator-intern-at-the-lego-group-3830473945?refId=e2iFInuW%2FoHXLtt9lWDKLQ%3D%3D&trackingId=yii7FokimMG9fW5S0eFrVQ%3D%3D&position=2&pageNum=0&trk=public_jobs_jserp-result_search-card,[],"Job Description

Are you detailed and meticulous who enjoys building your capabilities in a global organisation? We need employees, all eager to engage actively in building a successful department, valuing collaboration, quality and fun in the everyday life!

We are hiring for a Content Creator Intern from July 2024 with a minimum commitment of 4 months. Please indicate your available dates in your Cover Letter and submit your CV together with unofficial transcripts.


Core Responsibilities




"
Product Marketing Intern,Parfums Christian Dior,,2024-02-21,https://sg.linkedin.com/jobs/view/product-marketing-intern-at-parfums-christian-dior-3835533725?refId=e2iFInuW%2FoHXLtt9lWDKLQ%3D%3D&trackingId=KoQcNdhrcd9HJ%2Fo1AAYy9g%3D%3D&position=3&pageNum=0&trk=public_jobs_jserp-result_search-card,[],"THE CONTEXT _________

Since 1947, the men and women of Parfums Christian Dior have embodied the founding ""couturier-perfumer's"" unique spirit of excellence, creativity and expertise, both in France and throughout the world. Our House is an open and highly-focused collective, a leader that thrives on the creativity of all its stakeholders. Our collective passion and our heritage, full of authenticity and dream, make us move forward and reinvent ourselves. By revolutionizing the codes of French s"
Economics Intern (m/f/x),Toloka,,2024-03-02,https://sg.linkedin.com/jobs/view/economics-intern-m-f-x-at-toloka-3841412556?refId=e2iFInuW%2FoHXLtt9lWDKLQ%3D%3D&trackingId=Lu5%2B%2F4nJayyc1sJadmQPSQ%3D%3D&position=7&pageNum=0&trk=public_jobs_jserp-result_search-card,[],"We are embarking on a large-scale project with a leading technology company to develop an AI system with a deep understanding of the humanities. This part-time, fully remote project offers a unique opportunity to influence the role of AI in philosophy, religion, languages, history, language arts, performing arts, and visual arts.

As an AI Tutor — Domain Expert, your work will involve creating and refining AI-generated content to ensure accuracy, relevance, and engagement across a wide array of "
Data Analyst Intern,foodpanda,,2024-02-26,https://sg.linkedin.com/jobs/view/data-analyst-intern-at-foodpanda-3537334509?refId=e2iFInuW%2FoHXLtt9lWDKLQ%3D%3D&trackingId=qyQ3E090tjcnzTzbW3LvNg%3D%3D&position=8&pageNum=0&trk=public_jobs_jserp-result_search-card,[],"""To be the most loved everyday food and groceries destination!"" - that’s our mission at foodpanda (small ‘f’).

foodpanda is the largest food and grocery delivery platform in Asia, outside of China. Operating in more than 400 cities across 11 markets, we continue to expand and grow in our core food delivery business, as well as in new verticals like grocery deliveries, with a strong tech infrastructure at our core. From our restaurants-partners, cloud kitchens and cloud grocery stores — foodpand"
Intern Digital Business Management (Summer) - Porsche Services Singapore Pte Ltd,Porsche Asia Pacific Pte Ltd,,2024-02-07,https://sg.linkedin.com/jobs/view/intern-digital-business-management-summer-porsche-services-singapore-pte-ltd-at-porsche-asia-pacific-pte-ltd-3824643620?refId=e2iFInuW%2FoHXLtt9lWDKLQ%3D%3D&trackingId=uO8pZz%2FFhJ6lfA5Au67Y3g%3D%3D&position=9&pageNum=0&trk=public_jobs_jserp-result_search-card,[],"Support the management in daily operations, including the preparation of management-level presentations
Contribute to the development of our digital solution portfolio
Create sales reporting and generate data-driven recommendations
Take over partial projects and complete them independently
Participate in the coordination and communication of brand and sales activities
Assist in planning and organization of activations and events
Close liaison with vendors, internal and external stakeholders


Re"
Data Analyst Intern (6 Months),Decathlon Singapore,,2024-02-09,https://sg.linkedin.com/jobs/view/data-analyst-intern-6-months-at-decathlon-singapore-3821135530?refId=e2iFInuW%2FoHXLtt9lWDKLQ%3D%3D&trackingId=1sOgr8llz3gNmy8vOw1rMA%3D%3D&position=10&pageNum=0&trk=public_jobs_jserp-result_search-card,[],"Who we are

Decathlon is an international sporting goods creator and retailer with more than 60 in-house brands, sold through more than 1650 stores in 50 countries. Decathlon Singapore is looking for enthusiastic and proactive Data Interns to join our data team and create data-driven solutions relating to retail analytics, consumer analytics and sports analytics. You can expect to hone your data analytics skills and develop your data analytics journey here with us in this sports & retail industr"
Intern - Investment Risk Management,Eastspring Investments,,2023-11-17,https://sg.linkedin.com/jobs/view/intern-investment-risk-management-at-eastspring-investments-3767453274?refId=e2iFInuW%2FoHXLtt9lWDKLQ%3D%3D&trackingId=aLJUoTN1wgBLcWTtgY5LHQ%3D%3D&position=13&pageNum=0&trk=public_jobs_jserp-result_search-card,[],"Eastspring is a global asset manager with Asia at its core. We create a culture in which diversity is celebrated and inclusion assured, for our colleagues, customers, and partners. We provide a platform for our people to do their best work and make an impact to the business, and in exchange, we support our people's career ambitions. We pledge to make Eastspring a place where you can Connect, Grow and Succeed.

Key Accountabilities


Assist the Investment Risk Management (IRM) in day-to-day repor"
Training & Events Intern (6 months),LVMH,,2024-02-20,https://sg.linkedin.com/jobs/view/training-events-intern-6-months-at-lvmh-3830967414?refId=e2iFInuW%2FoHXLtt9lWDKLQ%3D%3D&trackingId=jjOcjE41iy%2BnZabVxx3xTw%3D%3D&position=14&pageNum=0&trk=public_jobs_jserp-result_search-card,[],"About the Company

LVMH is the world leader in luxury.

A family group founded in 1987 and headed by Chairman and CEO Bernard Arnault, LVMH is now home to 75 iconic Maisons, which embody a distinctive art de vivre blending heritage and modernity. With reported sales of 86.2 billion euros in 2023 and 6000 stores around the world, we are the only group present in all major sectors of the luxury industry: Wines & Spirits, Fashion & Leather Goods, Perfumes & Cosmetics, Watches & Jewelry, and Selecti"
"Intern, Private Banking [Immediate Start, For At Least 3 Months]",CIMB Singapore,,2024-02-15,https://sg.linkedin.com/jobs/view/intern-private-banking-immediate-start-for-at-least-3-months-at-cimb-singapore-3831023006?refId=e2iFInuW%2FoHXLtt9lWDKLQ%3D%3D&trackingId=z2ggNq2%2BVyalBKlOGtgUWw%3D%3D&position=15&pageNum=0&trk=public_jobs_jserp-result_search-card,[],"CIMB Group is a leading ASEAN universal bank, one of the largest Asian investment banks and one of the world's largest Islamic banks. CIMB Bank Singapore offers banking solutions catered to your every financial need with our consumer banking, commercial banking, Islamic banking and asset management products and services.




At CIMB, we believe that our people are our greatest assets in realising our vision of becoming Southeast Asia’s most valued universal bank. We offer an environment that is "
Business Management Intern,QCP,,2024-02-21,https://sg.linkedin.com/jobs/view/business-management-intern-at-qcp-3836035926?refId=e2iFInuW%2FoHXLtt9lWDKLQ%3D%3D&trackingId=5cAHE8kBlFpXMDh9EGlfIg%3D%3D&position=16&pageNum=0&trk=public_jobs_jserp-result_search-card,[],"Established in 2017, QCP Capital is a digital assets trading firm and global market maker in options, headquartered in Singapore.

As one of the first digital assets trading firms in Singapore, QCP Capital brings to clients deep expertise gained from thriving through multiple market cycles. Our mission is to unlock new opportunities for clients at the forefront of crypto markets through providing institutional-grade liquidity, infrastructure and research.

An active early-stage crypto and blockc"
Intern Retail Merchandising & Marketing,Porsche Asia Pacific Pte Ltd,,2024-01-29,https://sg.linkedin.com/jobs/view/intern-retail-merchandising-marketing-at-porsche-asia-pacific-pte-ltd-3816642227?refId=e2iFInuW%2FoHXLtt9lWDKLQ%3D%3D&trackingId=ZUfPfBc2D0k4rck%2BRGTniA%3D%3D&position=24&pageNum=0&trk=public_jobs_jserp-result_search-card,[],"The future has many facets: for the courageous, it is opportunity.

The world is becoming increasingly digital, connected, but also more uncertain and volatile. Yet, the iconic German sports car brand Porsche sees this complex future as opportunity. “In the beginning I looked around and could not find quite the car I dreamed of. So I decided to build it myself.” With this aspiration, trailblazer Ferry Porsche set the guiding principles for Porsche now, and beyond – to be the brand for those who "
